"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"8041","St. Elizabeth","7712 - 36 Avenue","","Edmonton","AB","T6K1H7","(780) 462-7022","(780) 463-7411","mona.dombroski@ecsd.net","http://www.stelizabeth.ecsd.net","0","0","0","0","Separate","53.468874","-113.451604","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-2","3","-13","1","10","18","17","-1","0","0","0","0","0","33","2012","2015","2017-03-20 20:24:33"
"8042","St. Anne","14105 - 94 Street","","Edmonton","AB","T5E6B2","(780) 478-3288","(780) 473-0475","","http://www.stanne.ecsd.net","0","0","0","0","Separate","53.6038674","-113.4851975","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","12","2","6","2","7","1","-6","0","0","0","0","0","0","24","2012","2015","2017-03-20 20:24:33"
"8043","Katherine Therrien","15040 - 118 Street","","Edmonton","AB","T5X1Y7","(780) 456-0175","(780) 457-4362","fernando.runco@ecsd.net","http://www.Katherinetherrien.ecsd.net","0","0","0","0","Separate","53.612121905404","-113.52712396428","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-2","5","7","5","-1","-1","3","0","0","0","0","0","0","16","2012","2015","2017-03-20 20:24:33"
"8044","St. Hilda","7630 - 38 Avenue","","Edmonton","AB","T6K2N2","(780) 462-3195","(780) 461-2188","irene.washylk@ecsd.net","http://www.sthilda.ecsd.net","0","0","0","0","Separate","53.473708","-113.451391","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","0","0","0","0","0","0","12","46","16","0","0","0","74","2012","2015","2017-03-20 20:24:33"
"8045","St. Timothy","14330 - 117 Street","","Edmonton","AB","T5X1S6","(780) 456-7375","(780) 456-5963","phebe.switzer@ecsd.net","http://www.sttimothy.ecsd.net","0","0","0","0","Separate","53.605925","-113.523953","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-7","10","-6","12","9","6","2","0","0","0","0","0","0","26","2012","2015","2017-03-20 20:24:33"
"8047","St. Maria Goretti","4214 - 127 Avenue","","Edmonton","AB","T5A3K6","(780) 475-0158","(780) 478-8635","karen.craig@ecsd.net","http://www.stmariagoretti.ecsd.net","0","0","0","0","Separate","53.585493","-113.407823","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","19","17","15","1","-10","15","1","0","0","0","0","0","0","58","2012","2015","2017-03-20 20:24:33"
"8048","Bishop Savaryn","16215 - 109 Street","","Edmonton","AB","T5X2R2","(780) 456-7837","(780) 456-2354","wendy.robinson@ecsd.net","http://www.bishopsavaryn.ecsd.net","0","0","0","0","Separate","53.622135","-113.508323","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-4","-22","21","2","16","-5","-4","0","0","0","0","0","0","4","2012","2015","2017-03-20 20:24:33"
"8049","Anne Fitzgerald","699 Clareview Road","","Edmonton","AB","T5A4G3","(780) 475-9619","(780) 476-8430","jacquelin.dahlen@ecsd.net","http://www.annefitzgerald.ecsd.net","0","0","0","0","Separate","53.594474745329","-113.38376032275","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","14","13","14","1","9","4","-6","0","0","0","0","0","0","49","2012","2015","2017-03-20 20:24:33"
"8050","St. Martha","7240 - 180 Street","","Edmonton","AB","T5T3B1","(780) 487-4594","(780) 481-0323","nancy.bergeron@ecsd.net","http://www.stmartha.ecsd.net","0","0","0","0","Separate","53.506332","-113.635041","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-30","9","7","3","11","-17","2","0","0","0","0","0","0","-15","2012","2015","2017-03-20 20:24:33"
"8051","St. Teresa","11350 - 25 Avenue","","Edmonton","AB","T6J5B1","(780) 437-6022","(780) 437-6457","lesia.huk@ecsd.net","http://www.stteresa.ecsd.net","0","0","0","0","Separate","53.457143693142","-113.52736996428","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","6","24","27","6","24","19","25","0","0","0","0","0","0","131","2012","2015","2017-03-20 20:24:33"
"8053","John Paul I","5675 - 38 Avenue","","Edmonton","AB","T6L2Z1","(780) 462-6448","(780) 463-7249","felicia.iacchelli@ecsd.net","http://www.johnpauli.ecsd.net","0","0","0","0","Separate","53.472036816656","-113.42640421957","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","41","0","14","-18","24","-10","12","0","0","0","0","0","0","63","2012","2015","2017-03-20 20:24:33"
"8054","St. Bonaventure","3004 - 139 Avenue","","Edmonton","AB","T5Y1R9","(780) 476-7257","(780) 472-1718","","http://www.stbonaventure.ecsd.net","0","0","0","0","Separate","53.603478785267","-113.38885386508","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","10","11","4","8","-4","4","15","0","0","0","0","0","0","48","2012","2015","2017-03-20 20:24:33"
"8055","St. Lucy","11750 - 162 Avenue","","Edmonton","AB","T5X4L9","(780) 456-0053","(780) 457-4361","patricia.bartel@ecsd.net","http://www.stlucy.ecsd.net","0","0","0","0","Separate","53.623326770272","-113.52647260846","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","18","15","12","-9","5","20","2","0","0","0","0","0","0","63","2012","2015","2017-03-20 20:24:33"
"8056","St. Richard","5704 Millwoods Road S.","","Edmonton","AB","T6L3K9","(780) 463-5976","(780) 462-3253","susanna.makale@ecsd.net","http://www.strichard.ecsd.net","0","0","0","0","Separate","53.4460766","-113.4279011","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","58","-5","8","-3","11","1","9","0","0","0","0","0","0","79","2012","2015","2017-03-20 20:24:33"
"8057","St. Charles","10423 - 172 Avenue","","Edmonton","AB","T5X4X4","(780) 456-5222","(780) 456-5231","dan.friedt@ecsd.net","http://www.stcharles.ecsd.net","0","0","0","0","Separate","53.6330234","-113.5035833","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-8","-6","-10","3","11","4","11","0","0","0","0","0","0","5","2012","2015","2017-03-20 20:24:33"
"8058","Our Lady of The Prairies","17655 - 64 Avenue","","Edmonton","AB","T5T4A6","(780) 481-0389","(780) 444-6483","jeffrey.johnson@ecsd.net","http://www.ourladyoftheprairies.ecsd.net","0","0","0","0","Separate","53.499686185143","-113.62557625397","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-26","6","-5","18","9","7","13","0","0","0","0","0","0","22","2012","2015","2017-03-20 20:24:33"
"8059","Bishop Greschuk","17330 - 91 Street","","Edmonton","AB","T5Z3A1","(780) 472-2937","(780) 472-2946","beverly.smitten@ecsd.net","http://www.bishopgreschuk.ecsd.net","0","0","0","0","Separate","53.635278796089","-113.48069049525","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","5","19","16","-2","-10","8","12","0","0","0","0","0","0","48","2012","2015","2017-03-20 20:24:33"
"8060","Mary Hanley","3330 - 37 Street","","Edmonton","AB","T6L5X1","(780) 461-2551","(780) 461-2559","darrin.deforge@ecsd.net","http://www.maryhanley.ecsd.net","0","0","0","0","Separate","53.462509","-113.400565","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","8","-3","-3","15","15","5","-12","0","0","0","0","0","0","25","2012","2015","2017-03-20 20:24:33"
"8061","Good Shepherd","18111 - 57 Avenue","","Edmonton","AB","T6M1W1","(780) 444-4299","(780) 483-1379","barbara.brochu@ecsd.net","http://www.goodshepherd.ecsd.net","0","0","0","0","Separate","53.49156729817","-113.63577435715","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","38","-6","1","-1","2","-12","-7","0","0","0","0","0","0","15","2012","2015","2017-03-20 20:24:33"
"8098","Ecole Maurice-Lavallee","8828 - 95 Street","","Edmonton","AB","T6C4H9","(780) 465-6457","(780) 468-0078","ml@centrenord.ab.ca","http://www.centrenord.ab.ca","0","0","0","0","Francophone","53.524403240603","-113.47393152038","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:20","8040","0","0","0","0","0","0","0","0","0","0","20","-28","9","1","2012","2015","2017-03-20 20:24:33"
"8200","J. J. Bowlen","6110 - 144 Avenue","","Edmonton","AB","T5A1K5","(780) 475-3730","(780) 473-2137","","http://www.jjbowlen.ecsd.net","0","0","0","0","Separate","53.6052944","-113.4364989","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","0","0","0","0","0","0","-5","-5","9","0","0","0","-1","2012","2015","2017-03-20 20:24:33"
"8202","Grandin School","9844 - 110 Street","","Edmonton","AB","T5K1J2","(780) 482-3676","(780) 488-5859","lorraine.press@ecsd.net","http://www.grandin.ecsd.net","0","0","0","0","Separate","53.536995464143","-113.51080268221","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-3","17","-4","11","-15","7","-9","0","0","0","0","0","0","4","2012","2015","2017-03-20 20:24:33"
"8203","Holy Cross","15120 - 104 Avenue","","Edmonton","AB","T5P0R5","(780) 489-1981","(780) 489-1195","denis.gauthier@ecsd.net","http://www.holycross.ecsd.net","0","0","0","0","Separate","53.546961","-113.582094","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","41","20","21","13","14","2","-4","6","-9","-3","0","0","0","101","2012","2015","2017-03-20 20:24:33"
"8205","Our Lady of Mount Carmel","10524 - 76 Avenue","","Edmonton","AB","T6E1L3","(780) 433-1062","(780) 439-0105","michael.kovacs@ecsd.net","http://www.ourladyofmountcarmel.ecsd.net","0","0","0","0","Separate","53.512787356519","-113.50172623995","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","-5","3","13","12","11","23","20","-5","0","0","0","0","72","2012","2015","2017-03-20 20:24:33"
"8207","Sir John Thompson","13525 - 132 Avenue","","Edmonton","AB","T5L3R6","(780) 454-9202","(780) 454-5796","","http://www.sirjohnthompson.ecsd.net","0","0","0","0","Separate","53.591835","-113.554978","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","0","0","0","0","0","0","-4","-10","8","0","0","0","-6","2012","2015","2017-03-20 20:24:33"
"8208","St. Alphonsus","11624 - 81 Street","","Edmonton","AB","T5B2S2","(780) 477-2513","(780) 479-5949","","http://www.stalphonsus.ecsd.net","0","0","0","0","Separate","53.567843055489","-113.4663644418","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","28","3","14","1","5","2","-11","3","15","25","0","0","0","85","2012","2015","2017-03-20 20:24:33"
"8210","St. Basil School","10210 - 115 Avenue","","Edmonton","AB","T5G0L8","(780) 477-3584","(780) 474-0238","elana.simington@ecsd.net","http://www.stbasil.ecsd.net","0","0","0","0","Separate","53.567362","-113.496535","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","5","-6","7","3","5","-6","-9","16","-5","-22","0","0","0","-12","2012","2015","2017-03-20 20:24:33"
"8212","St. Catherine","10915 - 110 Street","","Edmonton","AB","T5H3E3","(780) 426-6933","(780) 426-6935","dwain.tymchyshyn@ecsd.net","http://www.stcatherine.ecsd.net","0","0","0","0","Separate","53.555663","-113.509818","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-6","5","2","21","11","12","3","-12","5","-8","0","0","0","33","2012","2015","2017-03-20 20:24:33"
"8213","St. Cecilia","8830 - 132 Avenue","","Edmonton","AB","T5E0X8","(780) 476-7695","(780) 473-7363","david.andrews@ecsd.net","http://www.stcecilia.ecsd.net","0","0","0","0","Separate","53.592972","-113.477773","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","0","0","0","0","0","0","1","-24","-19","0","0","0","-42","2012","2015","2017-03-20 20:24:33"
"8214","Ben Calf Robe - St. Clare","11833 - 64 Street","","Edmonton","AB","T5W4J2","(780) 471-2360","(780) 471-3104","emilie.decorby@ecsd.net","http://www.bencalfrobe.ecsd.net","0","0","0","0","Separate","53.570652772366","-113.43877660105","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","39","13","7","22","6","15","8","18","6","-4","0","0","0","130","2012","2015","2017-03-20 20:24:33"
"8215","St. Edmund","11712 - 130 Avenue","","Edmonton","AB","T5E0V2","(780) 453-1596","(780) 454-8013","donald.andrews@ecsd.net","http://www.stedmund.ecsd.net","0","0","0","0","Separate","53.590641889792","-113.52512479497","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","43","4","12","6","19","34","-12","14","18","-34","0","0","0","104","2012","2015","2017-03-20 20:24:33"
"8216","St. Francis of Assisi","6614 - 129 Avenue","","Edmonton","AB","T5C1V7","(780) 476-7634","(780) 476-3932","katherine.dekker@ecsd.net","http://www.stfrancisofassisi.ecsd.net","0","0","0","0","Separate","53.588199","-113.443849","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","31","12","15","14","16","2","4","0","0","0","0","0","0","94","2012","2015","2017-03-20 20:24:33"
"8217","St. Gabriel","5540 - 106 Avenue","","Edmonton","AB","T6A1G3","(780) 466-0220","(780) 469-1634","tisa.haesch@ecsd.net","http://www.stgabriel.ecsd.net","0","0","0","0","Separate","53.550744136581","-113.42418710318","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","9","-1","13","3","5","-8","6","0","0","0","0","0","0","27","2012","2015","2017-03-20 20:24:33"
"8220","St. Leo","5412 - 121 Avenue","","Edmonton","AB","T5W1N9","(780) 477-3372","(780) 477-7756","brett.mackey@ecsd.net","http://www.stleo.ecsd.net","0","0","0","0","Separate","53.575560852688","-113.42497906746","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","22","5","5","-13","10","-5","0","0","0","0","0","0","0","24","2012","2015","2017-03-20 20:24:33"
